NflId,event,team,x,y,s,gameId,playId,combid,Name,frameid,Possession
2558976,kick_received,away,38.67,32.56,3.38,2017101600,2487,2017101600_2487,Def_22,44,0
89802,kick_received,home,56.46,38.2,6.38,2017101600,2125,2017101600_2125,Poss_1,56,1
238466,kick_received,home,40.89,17.66,8.73,2017101600,2125,2017101600_2125,Poss_2,56,1
2507029,kick_received,home,41.13,43.96,9.36,2017101600,2125,2017101600_2125,Poss_3,56,1
2535535,kick_received,home,43.08,47.45,8.98,2017101600,2125,2017101600_2125,Poss_4,56,1
2541315,kick_received,home,40.45,24.81,8.36,2017101600,2125,2017101600_2125,Poss_5,56,1
2541539,kick_received,home,40.75,38.28,8.14,2017101600,2125,2017101600_2125,Poss_6,56,1
2541756,kick_received,home,42.07,35.73,5.8,2017101600,2125,2017101600_2125,Poss_7,56,1
2550289,kick_received,home,40.57,28.61,8.76,2017101600,2125,2017101600_2125,Poss_8,56,1
2552449,kick_received,home,40.7,20.67,9.36,2017101600,2125,2017101600_2125,Poss_9,56,1
2553822,kick_received,home,38.66,30,9.18,2017101600,2125,2017101600_2125,Poss_10,56,1
2555551,kick_received,home,49.16,46.14,7.04,2017101600,2125,2017101600_2125,Poss_11,56,1
2530660,kick_received,away,39.5,33.36,4.86,2017101600,2125,2017101600_2125,Def_12,56,0
2533460,kick_received,away,31.13,29.5,4.35,2017101600,2125,2017101600_2125,Def_13,56,0
2539310,kick_received,away,21.01,38.15,1.06,2017101600,2125,2017101600_2125,Def_14,56,0
2539645,kick_received,away,34.14,42.58,6.7,2017101600,2125,2017101600_2125,Def_15,56,0
2540140,kick_received,away,38.65,25.99,5.31,2017101600,2125,2017101600_2125,Def_16,56,0
2543594,kick_received,away,32.53,37.23,3.03,2017101600,2125,2017101600_2125,Def_17,56,0
2553467,kick_received,away,7.67,47.45,2.98,2017101600,2125,2017101600_2125,Def_18,56,0
2556394,kick_received,away,38.64,22.15,7.14,2017101600,2125,2017101600_2125,Def_19,56,0
2557434,kick_received,away,20.59,39.27,1.1,2017101600,2125,2017101600_2125,Def_20,56,0
2558886,kick_received,away,35.18,39.79,6.1,2017101600,2125,2017101600_2125,Def_21,56,0
2558976,kick_received,away,39.84,36.34,2.15,2017101600,2125,2017101600_2125,Def_22,56,0
89802,kick_received,home,54.08,36.73,5.86,2017101600,1783,2017101600_1783,Poss_1,47,1
238466,kick_received,home,37.77,16.27,8.72,2017101600,1783,2017101600_1783,Poss_2,47,1
2507029,kick_received,home,39.04,41.04,8.15,2017101600,1783,2017101600_1783,Poss_3,47,1
2535535,kick_received,home,40.35,43.93,8.71,2017101600,1783,2017101600_1783,Poss_4,47,1
2541315,kick_received,home,37.02,23.51,8.26,2017101600,1783,2017101600_1783,Poss_5,47,1
2541539,kick_received,home,36.71,37.51,8.09,2017101600,1783,2017101600_1783,Poss_6,47,1
2541756,kick_received,home,36.21,35.16,7.17,2017101600,1783,2017101600_1783,Poss_7,47,1
2550289,kick_received,home,37.07,27.95,8.01,2017101600,1783,2017101600_1783,Poss_8,47,1
2552449,kick_received,home,36.51,19.35,9.54,2017101600,1783,2017101600_1783,Poss_9,47,1
2553822,kick_received,home,34.94,29.02,7.03,2017101600,1783,2017101600_1783,Poss_10,47,1
2555551,kick_received,home,48.15,44.29,6.38,2017101600,1783,2017101600_1783,Poss_11,47,1
2530660,kick_received,away,36.22,34.34,5.27,2017101600,1783,2017101600_1783,Def_12,47,0
2533460,kick_received,away,29.95,27.9,3.1,2017101600,1783,2017101600_1783,Def_13,47,0
2539310,kick_received,away,20.79,33.19,0.11,2017101600,1783,2017101600_1783,Def_14,47,0
2539645,kick_received,away,31.89,40.14,4.16,2017101600,1783,2017101600_1783,Def_15,47,0
2540140,kick_received,away,35.37,24.68,4.99,2017101600,1783,2017101600_1783,Def_16,47,0
2543594,kick_received,away,30.9,34.16,4.86,2017101600,1783,2017101600_1783,Def_17,47,0
2553467,kick_received,away,3.79,36.44,0.38,2017101600,1783,2017101600_1783,Def_18,47,0
2556394,kick_received,away,35.42,20.84,6.84,2017101600,1783,2017101600_1783,Def_19,47,0
2557434,kick_received,away,21.01,33.84,0.5,2017101600,1783,2017101600_1783,Def_20,47,0
2558886,kick_received,away,33.06,37.13,4.96,2017101600,1783,2017101600_1783,Def_21,47,0
2558976,kick_received,away,33.54,30.46,4.98,2017101600,1783,2017101600_1783,Def_22,47,0
2533460,kick_received,away,41.82,37.57,8.54,2017101600,1050,2017101600_1050,Poss_1,59,1
2539310,kick_received,away,40.67,13.67,7.56,2017101600,1050,2017101600_1050,Poss_2,59,1
2540140,kick_received,away,39.66,8.6,9.52,2017101600,1050,2017101600_1050,Poss_3,59,1
2543594,kick_received,away,40.86,28.43,8.7,2017101600,1050,2017101600_1050,Poss_4,59,1
2553467,kick_received,away,45.49,41.84,7.31,2017101600,1050,2017101600_1050,Poss_5,59,1
2555537,kick_received,away,42.19,11.07,7.73,2017101600,1050,2017101600_1050,Poss_6,59,1
2556394,kick_received,away,37.39,24.07,9.64,2017101600,1050,2017101600_1050,Poss_7,59,1
2557434,kick_received,away,41.73,31.85,8.91,2017101600,1050,2017101600_1050,Poss_8,59,1
2558886,kick_received,away,41.22,16.86,8.96,2017101600,1050,2017101600_1050,Poss_9,59,1
2558899,kick_received,away,56.41,26.21,5.12,2017101600,1050,2017101600_1050,Poss_10,59,1
2558976,kick_received,away,37.84,19.01,8.29,2017101600,1050,2017101600_1050,Poss_11,59,1
2495339,kick_received,home,32.44,25.36,6.5,2017101600,1050,2017101600_1050,Def_12,59,0
2507029,kick_received,home,37.6,38.73,5.3,2017101600,1050,2017101600_1050,Def_13,59,0
2535535,kick_received,home,34.53,10.86,5.28,2017101600,1050,2017101600_1050,Def_14,59,0
2541315,kick_received,home,36.93,14.63,4.04,2017101600,1050,2017101600_1050,Def_15,59,0
2541539,kick_received,home,35.7,27.78,6.2,2017101600,1050,2017101600_1050,Def_16,59,0
2541756,kick_received,home,37.47,12.48,3.63,2017101600,1050,2017101600_1050,Def_17,59,0
2550289,kick_received,home,32.97,19.12,5.8,2017101600,1050,2017101600_1050,Def_18,59,0
2553822,kick_received,home,35.68,19.2,4.57,2017101600,1050,2017101600_1050,Def_19,59,0
2555551,kick_received,home,35.83,17.51,4.53,2017101600,1050,2017101600_1050,Def_20,59,0
2558065,kick_received,home,9.41,24.07,2.14,2017101600,1050,2017101600_1050,Def_21,59,0
2558207,kick_received,home,32.29,33.57,6.91,2017101600,1050,2017101600_1050,Def_22,59,0
2543643,kick_received,away,46.76,24.53,8.73,2017101511,431,2017101511_431,Poss_1,52,1
2543799,kick_received,away,47.27,7.74,8.83,2017101511,431,2017101511_431,Poss_2,52,1
2550312,kick_received,away,52.83,13.9,7.42,2017101511,431,2017101511_431,Poss_3,52,1
2553870,kick_received,away,47.24,17.87,8.64,2017101511,431,2017101511_431,Poss_4,52,1
2553885,kick_received,away,47.66,29.08,8.8,2017101511,431,2017101511_431,Poss_5,52,1
2555154,kick_received,away,54.62,8.85,7.07,2017101511,431,2017101511_431,Poss_6,52,1
2555311,kick_received,away,45.89,35.08,9.44,2017101511,431,2017101511_431,Poss_7,52,1
2556456,kick_received,away,46.22,20.86,8.22,2017101511,431,2017101511_431,Poss_8,52,1
2556512,kick_received,away,53.61,37.22,8.28,2017101511,431,2017101511_431,Poss_9,52,1
2556562,kick_received,away,48.64,39.11,9.01,2017101511,431,2017101511_431,Poss_10,52,1
2556771,kick_received,away,61.17,23.63,3.9,2017101511,431,2017101511_431,Poss_11,52,1
2495288,kick_received,home,20.56,16.55,3.2,2017101511,431,2017101511_431,Def_12,52,0
2550167,kick_received,home,39.17,30.28,5.24,2017101511,431,2017101511_431,Def_13,52,0
2550647,kick_received,home,39.98,18.59,4.42,2017101511,431,2017101511_431,Def_14,52,0
2552580,kick_received,home,38.45,11.77,5.68,2017101511,431,2017101511_431,Def_15,52,0
2553489,kick_received,home,38.97,25.95,5.79,2017101511,431,2017101511_431,Def_16,52,0
2553606,kick_received,home,39.59,33.92,6.19,2017101511,431,2017101511_431,Def_17,52,0
2555223,kick_received,home,8.95,20.43,3.43,2017101511,431,2017101511_431,Def_18,52,0
2555432,kick_received,home,19.73,21.57,5.33,2017101511,431,2017101511_431,Def_19,52,0
2556278,kick_received,home,31.18,25.12,4.9,2017101511,431,2017101511_431,Def_20,52,0
2558186,kick_received,home,2.29,18.58,2.35,2017101511,431,2017101511_431,Def_21,52,0
2559321,kick_received,home,38.43,16.16,6.41,2017101511,431,2017101511_431,Def_22,52,0
2543643,kick_received,away,70.72,27.53,8.15,2017101511,4158,2017101511_4158,Poss_1,52,1
2543799,kick_received,away,70.51,10.63,8.1,2017101511,4158,2017101511_4158,Poss_2,52,1
2550312,kick_received,away,66.5,14.63,7.18,2017101511,4158,2017101511_4158,Poss_3,52,1
2553870,kick_received,away,69.12,20.99,7.6,2017101511,4158,2017101511_4158,Poss_4,52,1
2553885,kick_received,away,70.73,35.02,7.79,2017101511,4158,2017101511_4158,Poss_5,52,1
2555154,kick_received,away,63.88,9.68,6.36,2017101511,4158,2017101511_4158,Poss_6,52,1
2555311,kick_received,away,74.07,39.83,9.05,2017101511,4158,2017101511_4158,Poss_7,52,1
2556456,kick_received,away,71.48,31.33,7.52,2017101511,4158,2017101511_4158,Poss_8,52,1
2556512,kick_received,away,65.73,43.4,7.26,2017101511,4158,2017101511_4158,Poss_9,52,1
2556592,kick_received,away,71.42,43.56,9.12,2017101511,4158,2017101511_4158,Poss_10,52,1
2556771,kick_received,away,55.56,29.31,3.6,2017101511,4158,2017101511_4158,Poss_11,52,1
2495288,kick_received,home,99.47,34.86,1.89,2017101511,4158,2017101511_4158,Def_12,52,0
2550167,kick_received,home,79.08,23.02,4.54,2017101511,4158,2017101511_4158,Def_13,52,0
2550647,kick_received,home,80.46,32.22,5.37,2017101511,4158,2017101511_4158,Def_14,52,0
2552580,kick_received,home,78.66,39.13,5.04,2017101511,4158,2017101511_4158,Def_15,52,0
2553489,kick_received,home,77.91,25.55,5.86,2017101511,4158,2017101511_4158,Def_16,52,0
2553606,kick_received,home,64.31,23.15,7.76,2017101511,4158,2017101511_4158,Def_17,52,0
2555223,kick_received,home,111.15,34.85,2.29,2017101511,4158,2017101511_4158,Def_18,52,0
2555432,kick_received,home,99.13,28.5,4.37,2017101511,4158,2017101511_4158,Def_19,52,0
2556278,kick_received,home,72.95,19.3,1.86,2017101511,4158,2017101511_4158,Def_20,52,0
2558186,kick_received,home,118.38,37.01,2,2017101511,4158,2017101511_4158,Def_21,52,0
2559321,kick_received,home,78.43,33.28,4.57,2017101511,4158,2017101511_4158,Def_22,52,0
2541556,kick_received,home,68.86,31.72,4.69,2017101511,3897,2017101511_3897,Poss_1,40,1
2550167,kick_received,home,69.45,45.01,1.5,2017101511,3897,2017101511_3897,Poss_2,40,1
2550198,kick_received,home,66.35,41.28,3.73,2017101511,3897,2017101511_3897,Poss_3,40,1
2553489,kick_received,home,71.19,27.77,6.2,2017101511,3897,2017101511_3897,Poss_4,40,1
2553606,kick_received,home,64.29,43.47,2.47,2017101511,3897,2017101511_3897,Poss_5,40,1
2555223,kick_received,home,66.76,30.31,6.1,2017101511,3897,2017101511_3897,Poss_6,40,1
2555432,kick_received,home,65.26,47.78,2.48,2017101511,3897,2017101511_3897,Poss_7,40,1
2555550,kick_received,home,63.03,47.76,3.47,2017101511,3897,2017101511_3897,Poss_8,40,1
2556278,kick_received,home,68.49,46.37,0.44,2017101511,3897,2017101511_3897,Poss_9,40,1
2558186,kick_received,home,78.23,18.42,5.87,2017101511,3897,2017101511_3897,Poss_10,40,1
2559321,kick_received,home,66.56,32.13,6.34,2017101511,3897,2017101511_3897,Poss_11,40,1
2495473,kick_received,away,39.72,38.05,7.28,2017101511,3897,2017101511_3897,Def_12,40,0
2532835,kick_received,away,65.45,46.96,1.28,2017101511,3897,2017101511_3897,Def_13,40,0
2539235,kick_received,away,56.46,16.29,4.69,2017101511,3897,2017101511_3897,Def_14,40,0
2543643,kick_received,away,68.81,43.96,0.56,2017101511,3897,2017101511_3897,Def_15,40,0
2550481,kick_received,away,62.12,37.49,5.97,2017101511,3897,2017101511_3897,Def_16,40,0
2553667,kick_received,away,63.18,30.11,7.5,2017101511,3897,2017101511_3897,Def_17,40,0
2553885,kick_received,away,67.59,45.96,1.61,2017101511,3897,2017101511_3897,Def_18,40,0
2555311,kick_received,away,65.53,50.01,1.38,2017101511,3897,2017101511_3897,Def_19,40,0
2556456,kick_received,away,63.74,43.97,2.83,2017101511,3897,2017101511_3897,Def_20,40,0
2556592,kick_received,away,62.12,45.38,3.55,2017101511,3897,2017101511_3897,Def_21,40,0
2557858,kick_received,away,66.15,25.72,6.46,2017101511,3897,2017101511_3897,Def_22,40,0
2543643,kick_received,away,42.11,26.11,6.55,2017101511,36,2017101511_36,Poss_1,53,1
2543799,kick_received,away,40.96,9.45,9.48,2017101511,36,2017101511_36,Poss_2,53,1
2550312,kick_received,away,46.15,15.02,8.09,2017101511,36,2017101511_36,Poss_3,53,1
2553870,kick_received,away,41.92,19.19,8.08,2017101511,36,2017101511_36,Poss_4,53,1
2553885,kick_received,away,41.84,28.79,7.85,2017101511,36,2017101511_36,Poss_5,53,1
2555154,kick_received,away,49.57,11.11,7.41,2017101511,36,2017101511_36,Poss_6,53,1
2555311,kick_received,away,41.65,32.6,8.75,2017101511,36,2017101511_36,Poss_7,53,1
2556456,kick_received,away,41.84,22.25,6.97,2017101511,36,2017101511_36,Poss_8,53,1
2556512,kick_received,away,49.05,35.36,7.74,2017101511,36,2017101511_36,Poss_9,53,1
2556562,kick_received,away,44.05,37.4,8.93,2017101511,36,2017101511_36,Poss_10,53,1
2556771,kick_received,away,55.17,22.37,5.71,2017101511,36,2017101511_36,Poss_11,53,1
2495288,kick_received,home,29.54,19.6,1.75,2017101511,36,2017101511_36,Def_12,53,0
2550167,kick_received,home,37.02,27.67,3.2,2017101511,36,2017101511_36,Def_13,53,0
2550647,kick_received,home,38.93,23.29,2.4,2017101511,36,2017101511_36,Def_14,53,0
2552580,kick_received,home,38.88,14.55,2.07,2017101511,36,2017101511_36,Def_15,53,0
2553489,kick_received,home,38.64,25.49,1.9,2017101511,36,2017101511_36,Def_16,53,0
2553606,kick_received,home,35.68,32.11,4.05,2017101511,36,2017101511_36,Def_17,53,0
2555223,kick_received,home,31.92,25.29,4.66,2017101511,36,2017101511_36,Def_18,53,0
2555432,kick_received,home,33.47,28.83,1.37,2017101511,36,2017101511_36,Def_19,53,0
2556278,kick_received,home,34.98,23.85,2.73,2017101511,36,2017101511_36,Def_20,53,0
2558186,kick_received,home,4.34,19.7,1.76,2017101511,36,2017101511_36,Def_21,53,0
2559321,kick_received,home,38.12,21.41,3.92,2017101511,36,2017101511_36,Def_22,53,0
2541556,kick_received,home,59.48,21.65,3.74,2017101511,2227,2017101511_2227,Poss_1,58,1
2543505,kick_received,home,73.34,3.46,6.78,2017101511,2227,2017101511_2227,Poss_2,58,1
2550167,kick_received,home,76.56,28.23,8.33,2017101511,2227,2017101511_2227,Poss_3,58,1
2550647,kick_received,home,79.52,14.28,9.28,2017101511,2227,2017101511_2227,Poss_4,58,1
2553489,kick_received,home,76.66,24.8,8.51,2017101511,2227,2017101511_2227,Poss_5,58,1
2553606,kick_received,home,80.48,36.76,9.16,2017101511,2227,2017101511_2227,Poss_6,58,1
